cnes;municipality_code;uf;health_region_code;health_region_id;source_file
9940170;330455;RJ;;;STRJ2101.dbf
9940189;330455;RJ;;;STRJ2101.dbf
9940200;330455;RJ;;;STRJ2101.dbf
9940219;330455;RJ;;;STRJ2101.dbf
9940251;330455;RJ;;;STRJ2101.dbf
9940278;330455;RJ;;;STRJ2101.dbf
9940308;330455;RJ;;;STRJ2101.dbf
9940332;330455;RJ;;;STRJ2101.dbf
9940340;330455;RJ;;;STRJ2101.dbf
9940359;330455;RJ;;;STRJ2101.dbf
9940367;330455;RJ;;;STRJ2101.dbf
9940383;330455;RJ;;;STRJ2101.dbf
9940766;330455;RJ;;;STRJ2101.dbf
9940774;330455;RJ;;;STRJ2101.dbf
9940782;330455;RJ;;;STRJ2101.dbf
9941126;330455;RJ;;;STRJ2101.dbf
9943366;330455;RJ;;;STRJ2101.dbf
9943374;330455;RJ;;;STRJ2101.dbf
9943382;330455;RJ;;;STRJ2101.dbf
9943390;330455;RJ;;;STRJ2101.dbf
9943404;330455;RJ;;;STRJ2101.dbf
9943412;330455;RJ;;;STRJ2101.dbf
9943420;330455;RJ;;;STRJ2101.dbf
9943951;330455;RJ;;;STRJ2101.dbf
9943986;330455;RJ;;;STRJ2101.dbf
9944079;330455;RJ;;;STRJ2101.dbf
9944087;330455;RJ;;;STRJ2101.dbf
9944125;330455;RJ;;;STRJ2101.dbf
9944141;330455;RJ;;;STRJ2101.dbf
9944214;330455;RJ;;;STRJ2101.dbf
9944265;330455;RJ;;;STRJ2101.dbf
9945032;330455;RJ;;;STRJ2101.dbf
9945059;330455;RJ;;;STRJ2101.dbf
9945067;330455;RJ;;;STRJ2101.dbf
9945105;330455;RJ;;;STRJ2101.dbf
9945121;330455;RJ;;;STRJ2101.dbf
9945148;330455;RJ;;;STRJ2101.dbf
9945202;330455;RJ;;;STRJ2101.dbf
9945695;330455;RJ;;;STRJ2101.dbf
9945709;330455;RJ;;;STRJ2101.dbf
9945717;330455;RJ;;;STRJ2101.dbf
9945725;330455;RJ;;;STRJ2101.dbf
9945733;330455;RJ;;;STRJ2101.dbf
9945741;330455;RJ;;;STRJ2101.dbf
9945768;330455;RJ;;;STRJ2101.dbf
9945776;330455;RJ;;;STRJ2101.dbf
9945792;330455;RJ;;;STRJ2101.dbf
9945806;330455;RJ;;;STRJ2101.dbf
9945814;330455;RJ;;;STRJ2101.dbf
9945822;330455;RJ;;;STRJ2101.dbf
9945849;330455;RJ;;;STRJ2101.dbf
9945857;330455;RJ;;;STRJ2101.dbf
9945873;330455;RJ;;;STRJ2101.dbf
9945881;330455;RJ;;;STRJ2101.dbf
9945903;330455;RJ;;;STRJ2101.dbf
9945938;330455;RJ;;;STRJ2101.dbf
9945946;330455;RJ;;;STRJ2101.dbf
9945954;330455;RJ;;;STRJ2101.dbf
9945970;330455;RJ;;;STRJ2101.dbf
9946497;330455;RJ;;;STRJ2101.dbf
9946500;330455;RJ;;;STRJ2101.dbf
9946527;330455;RJ;;;STRJ2101.dbf
9946535;330455;RJ;;;STRJ2101.dbf
9946543;330455;RJ;;;STRJ2101.dbf
9946551;330455;RJ;;;STRJ2101.dbf
9947566;330455;RJ;;;STRJ2101.dbf
9947647;330455;RJ;;;STRJ2101.dbf
9947698;330455;RJ;;;STRJ2101.dbf
9947728;330455;RJ;;;STRJ2101.dbf
9947779;330455;RJ;;;STRJ2101.dbf
9948600;330455;RJ;;;STRJ2101.dbf
9948627;330455;RJ;;;STRJ2101.dbf
9948635;330455;RJ;;;STRJ2101.dbf
9948805;330455;RJ;;;STRJ2101.dbf
9948902;330455;RJ;;;STRJ2101.dbf
9948937;330455;RJ;;;STRJ2101.dbf
9948953;330455;RJ;;;STRJ2101.dbf
9948988;330455;RJ;;;STRJ2101.dbf
9949003;330455;RJ;;;STRJ2101.dbf
9949011;330455;RJ;;;STRJ2101.dbf
9949461;330455;RJ;;;STRJ2101.dbf
9949844;330455;RJ;;;STRJ2101.dbf
9949852;330455;RJ;;;STRJ2101.dbf
9949860;330455;RJ;;;STRJ2101.dbf
9953469;330455;RJ;;;STRJ2101.dbf
9953477;330455;RJ;;;STRJ2101.dbf
9953523;330455;RJ;;;STRJ2101.dbf
9953566;330455;RJ;;;STRJ2101.dbf
9953574;330455;RJ;;;STRJ2101.dbf
9953590;330455;RJ;;;STRJ2101.dbf
9953604;330455;RJ;;;STRJ2101.dbf
9953612;330455;RJ;;;STRJ2101.dbf
9953620;330455;RJ;;;STRJ2101.dbf
9953647;330455;RJ;;;STRJ2101.dbf
9953655;330455;RJ;;;STRJ2101.dbf
9953671;330455;RJ;;;STRJ2101.dbf
9953698;330455;RJ;;;STRJ2101.dbf
9953728;330455;RJ;;;STRJ2101.dbf
9953744;330455;RJ;;;STRJ2101.dbf
9953752;330455;RJ;;;STRJ2101.dbf
9953760;330455;RJ;;;STRJ2101.dbf
9953779;330455;RJ;;;STRJ2101.dbf
9953787;330455;RJ;;;STRJ2101.dbf
9953809;330455;RJ;;;STRJ2101.dbf
9953817;330455;RJ;;;STRJ2101.dbf
9953825;330455;RJ;;;STRJ2101.dbf
9953833;330455;RJ;;;STRJ2101.dbf
9953841;330455;RJ;;;STRJ2101.dbf
9953868;330455;RJ;;;STRJ2101.dbf
9953884;330455;RJ;;;STRJ2101.dbf
9953892;330455;RJ;;;STRJ2101.dbf
9953906;330455;RJ;;;STRJ2101.dbf
9953914;330455;RJ;;;STRJ2101.dbf
9953922;330455;RJ;;;STRJ2101.dbf
9953930;330455;RJ;;;STRJ2101.dbf
9953949;330455;RJ;;;STRJ2101.dbf
9953957;330455;RJ;;;STRJ2101.dbf
9953965;330455;RJ;;;STRJ2101.dbf
9953973;330455;RJ;;;STRJ2101.dbf
9953981;330455;RJ;;;STRJ2101.dbf
9954007;330455;RJ;;;STRJ2101.dbf
9954015;330455;RJ;;;STRJ2101.dbf
9954023;330455;RJ;;;STRJ2101.dbf
9954031;330455;RJ;;;STRJ2101.dbf
9967583;330455;RJ;;;STRJ2101.dbf
9967591;330455;RJ;;;STRJ2101.dbf
9967605;330455;RJ;;;STRJ2101.dbf
9967613;330455;RJ;;;STRJ2101.dbf
9967656;330455;RJ;;;STRJ2101.dbf
9967699;330455;RJ;;;STRJ2101.dbf
9967729;330455;RJ;;;STRJ2101.dbf
9967753;330455;RJ;;;STRJ2101.dbf
9967761;330455;RJ;;;STRJ2101.dbf
9967974;330455;RJ;;;STRJ2101.dbf
9968059;330455;RJ;;;STRJ2101.dbf
9968083;330455;RJ;;;STRJ2101.dbf
9968164;330455;RJ;;;STRJ2101.dbf
9968199;330455;RJ;;;STRJ2101.dbf
9968202;330455;RJ;;;STRJ2101.dbf
9968229;330455;RJ;;;STRJ2101.dbf
9968237;330455;RJ;;;STRJ2101.dbf
9968253;330455;RJ;;;STRJ2101.dbf
9968261;330455;RJ;;;STRJ2101.dbf
9968288;330455;RJ;;;STRJ2101.dbf
9968407;330455;RJ;;;STRJ2101.dbf
9968539;330455;RJ;;;STRJ2101.dbf
9968601;330455;RJ;;;STRJ2101.dbf
9968628;330455;RJ;;;STRJ2101.dbf
9968652;330455;RJ;;;STRJ2101.dbf
9968660;330455;RJ;;;STRJ2101.dbf
9968822;330455;RJ;;;STRJ2101.dbf
9968849;330455;RJ;;;STRJ2101.dbf
9968865;330455;RJ;;;STRJ2101.dbf
9968903;330455;RJ;;;STRJ2101.dbf
9968970;330455;RJ;;;STRJ2101.dbf
9969004;330455;RJ;;;STRJ2101.dbf
9969012;330455;RJ;;;STRJ2101.dbf
9969020;330455;RJ;;;STRJ2101.dbf
9969063;330455;RJ;;;STRJ2101.dbf
9969071;330455;RJ;;;STRJ2101.dbf
9969098;330455;RJ;;;STRJ2101.dbf
9971041;330455;RJ;;;STRJ2101.dbf
9971068;330455;RJ;;;STRJ2101.dbf
9971092;330455;RJ;;;STRJ2101.dbf
9971106;330455;RJ;;;STRJ2101.dbf
9971114;330455;RJ;;;STRJ2101.dbf
9971122;330455;RJ;;;STRJ2101.dbf
9971173;330455;RJ;;;STRJ2101.dbf
9972269;330455;RJ;;;STRJ2101.dbf
9972315;330455;RJ;;;STRJ2101.dbf
9972323;330455;RJ;;;STRJ2101.dbf
9972331;330455;RJ;;;STRJ2101.dbf
9972358;330455;RJ;;;STRJ2101.dbf
9972366;330455;RJ;;;STRJ2101.dbf
9972374;330455;RJ;;;STRJ2101.dbf
9972404;330455;RJ;;;STRJ2101.dbf
9972412;330455;RJ;;;STRJ2101.dbf
9972420;330455;RJ;;;STRJ2101.dbf
9972439;330455;RJ;;;STRJ2101.dbf
9972447;330455;RJ;;;STRJ2101.dbf
9972455;330455;RJ;;;STRJ2101.dbf
9972498;330455;RJ;;;STRJ2101.dbf
9972536;330455;RJ;;;STRJ2101.dbf
9972552;330455;RJ;;;STRJ2101.dbf
9972560;330455;RJ;;;STRJ2101.dbf
9972579;330455;RJ;;;STRJ2101.dbf
9972595;330455;RJ;;;STRJ2101.dbf
9972609;330455;RJ;;;STRJ2101.dbf
9972633;330455;RJ;;;STRJ2101.dbf
9972986;330455;RJ;;;STRJ2101.dbf
9972994;330455;RJ;;;STRJ2101.dbf
9973001;330455;RJ;;;STRJ2101.dbf
9973028;330455;RJ;;;STRJ2101.dbf
9973036;330455;RJ;;;STRJ2101.dbf
9973621;330455;RJ;;;STRJ2101.dbf
9973648;330455;RJ;;;STRJ2101.dbf
9973656;330455;RJ;;;STRJ2101.dbf
9973710;330455;RJ;;;STRJ2101.dbf
9973729;330455;RJ;;;STRJ2101.dbf
9973788;330455;RJ;;;STRJ2101.dbf
9973796;330455;RJ;;;STRJ2101.dbf
9973818;330455;RJ;;;STRJ2101.dbf
9973842;330455;RJ;;;STRJ2101.dbf
9973869;330455;RJ;;;STRJ2101.dbf
9973923;330455;RJ;;;STRJ2101.dbf
9973958;330455;RJ;;;STRJ2101.dbf
9974385;330455;RJ;;;STRJ2101.dbf
9974393;330455;RJ;;;STRJ2101.dbf
9974407;330455;RJ;;;STRJ2101.dbf
9974415;330455;RJ;;;STRJ2101.dbf
9974423;330455;RJ;;;STRJ2101.dbf
9974431;330455;RJ;;;STRJ2101.dbf
9974911;330455;RJ;;;STRJ2101.dbf
9974962;330455;RJ;;;STRJ2101.dbf
9974970;330455;RJ;;;STRJ2101.dbf
9974989;330455;RJ;;;STRJ2101.dbf
9975063;330455;RJ;;;STRJ2101.dbf
9975179;330455;RJ;;;STRJ2101.dbf
9975187;330455;RJ;;;STRJ2101.dbf
9975195;330455;RJ;;;STRJ2101.dbf
9975233;330455;RJ;;;STRJ2101.dbf
9975241;330455;RJ;;;STRJ2101.dbf
9975284;330455;RJ;;;STRJ2101.dbf
9975306;330455;RJ;;;STRJ2101.dbf
9975314;330455;RJ;;;STRJ2101.dbf
9975322;330455;RJ;;;STRJ2101.dbf
9991360;330455;RJ;;;STRJ2101.dbf
9991379;330455;RJ;;;STRJ2101.dbf
9992340;330455;RJ;;;STRJ2101.dbf
9992359;330455;RJ;;;STRJ2101.dbf
9992448;330455;RJ;;;STRJ2101.dbf
9992464;330455;RJ;;;STRJ2101.dbf
9992618;330455;RJ;;;STRJ2101.dbf
9992634;330455;RJ;;;STRJ2101.dbf
9992642;330455;RJ;;;STRJ2101.dbf
9992715;330455;RJ;;;STRJ2101.dbf
9992863;330455;RJ;;;STRJ2101.dbf
9992871;330455;RJ;;;STRJ2101.dbf
9992898;330455;RJ;;;STRJ2101.dbf
9992944;330455;RJ;;;STRJ2101.dbf
9993029;330455;RJ;;;STRJ2101.dbf
9993037;330455;RJ;;;STRJ2101.dbf
9993061;330455;RJ;;;STRJ2101.dbf
9993088;330455;RJ;;;STRJ2101.dbf
9993096;330455;RJ;;;STRJ2101.dbf
9993126;330455;RJ;;;STRJ2101.dbf
9993142;330455;RJ;;;STRJ2101.dbf
9993169;330455;RJ;;;STRJ2101.dbf
9993177;330455;RJ;;;STRJ2101.dbf
9993576;330455;RJ;;;STRJ2101.dbf
9993967;330455;RJ;;;STRJ2101.dbf
9994149;330455;RJ;;;STRJ2101.dbf
9994181;330455;RJ;;;STRJ2101.dbf
9994300;330455;RJ;;;STRJ2101.dbf
9994319;330455;RJ;;;STRJ2101.dbf
9994327;330455;RJ;;;STRJ2101.dbf
9994343;330455;RJ;;;STRJ2101.dbf
9994351;330455;RJ;;;STRJ2101.dbf
9994394;330455;RJ;;;STRJ2101.dbf
9994408;330455;RJ;;;STRJ2101.dbf
9994416;330455;RJ;;;STRJ2101.dbf
9994432;330455;RJ;;;STRJ2101.dbf
9994556;330455;RJ;;;STRJ2101.dbf
9994564;330455;RJ;;;STRJ2101.dbf
9994572;330455;RJ;;;STRJ2101.dbf
9994602;330455;RJ;;;STRJ2101.dbf
9994610;330455;RJ;;;STRJ2101.dbf
9994637;330455;RJ;;;STRJ2101.dbf
9994645;330455;RJ;;;STRJ2101.dbf
9995560;330455;RJ;;;STRJ2101.dbf
9995633;330455;RJ;;;STRJ2101.dbf
9995668;330455;RJ;;;STRJ2101.dbf
9995676;330455;RJ;;;STRJ2101.dbf
9995684;330455;RJ;;;STRJ2101.dbf
9995692;330455;RJ;;;STRJ2101.dbf
9995714;330455;RJ;;;STRJ2101.dbf
9995722;330455;RJ;;;STRJ2101.dbf
9995730;330455;RJ;;;STRJ2101.dbf
9995749;330455;RJ;;;STRJ2101.dbf
9995889;330455;RJ;;;STRJ2101.dbf
9995943;330455;RJ;;;STRJ2101.dbf
9995978;330455;RJ;;;STRJ2101.dbf
9995986;330455;RJ;;;STRJ2101.dbf
9996036;330455;RJ;;;STRJ2101.dbf
9996079;330455;RJ;;;STRJ2101.dbf
9996095;330455;RJ;;;STRJ2101.dbf
9996109;330455;RJ;;;STRJ2101.dbf
9996117;330455;RJ;;;STRJ2101.dbf
9996761;330455;RJ;;;STRJ2101.dbf
9996788;330455;RJ;;;STRJ2101.dbf
9996796;330455;RJ;;;STRJ2101.dbf
9996818;330455;RJ;;;STRJ2101.dbf
9996826;330455;RJ;;;STRJ2101.dbf
9996842;330455;RJ;;;STRJ2101.dbf
9996893;330455;RJ;;;STRJ2101.dbf
9996907;330455;RJ;;;STRJ2101.dbf
9996915;330455;RJ;;;STRJ2101.dbf
9996923;330455;RJ;;;STRJ2101.dbf
9996931;330455;RJ;;;STRJ2101.dbf
9996958;330455;RJ;;;STRJ2101.dbf
9997067;330455;RJ;;;STRJ2101.dbf
9997199;330455;RJ;;;STRJ2101.dbf
0269778;330460;RJ;;;STRJ2101.dbf
0501549;330460;RJ;;;STRJ2101.dbf
2268345;330460;RJ;;;STRJ2101.dbf
2268353;330460;RJ;;;STRJ2101.dbf
2268418;330460;RJ;;;STRJ2101.dbf
2268426;330460;RJ;;;STRJ2101.dbf
2268434;330460;RJ;;;STRJ2101.dbf
2268442;330460;RJ;;;STRJ2101.dbf
2268450;330460;RJ;;;STRJ2101.dbf
2268477;330460;RJ;;;STRJ2101.dbf
2268485;330460;RJ;;;STRJ2101.dbf
2268507;330460;RJ;;;STRJ2101.dbf
5095824;330460;RJ;;;STRJ2101.dbf
6306276;330460;RJ;;;STRJ2101.dbf
6509916;330460;RJ;;;STRJ2101.dbf
6509932;330460;RJ;;;STRJ2101.dbf
7322992;330460;RJ;;;STRJ2101.dbf
9186514;330460;RJ;;;STRJ2101.dbf
9329595;330460;RJ;;;STRJ2101.dbf
9504230;330460;RJ;;;STRJ2101.dbf
9752862;330460;RJ;;;STRJ2101.dbf
2275023;330470;RJ;;;STRJ2101.dbf
2275031;330470;RJ;;;STRJ2101.dbf
2275074;330470;RJ;;;STRJ2101.dbf
2275090;330470;RJ;;;STRJ2101.dbf
2275104;330470;RJ;;;STRJ2101.dbf
2275112;330470;RJ;;;STRJ2101.dbf
2275120;330470;RJ;;;STRJ2101.dbf
2275139;330470;RJ;;;STRJ2101.dbf
2275155;330470;RJ;;;STRJ2101.dbf
2275163;330470;RJ;;;STRJ2101.dbf
2275171;330470;RJ;;;STRJ2101.dbf
2275228;330470;RJ;;;STRJ2101.dbf
2275244;330470;RJ;;;STRJ2101.dbf
2275260;330470;RJ;;;STRJ2101.dbf
2283816;330470;RJ;;;STRJ2101.dbf
2291312;330470;RJ;;;STRJ2101.dbf
3040119;330470;RJ;;;STRJ2101.dbf
3405427;330470;RJ;;;STRJ2101.dbf
3931579;330470;RJ;;;STRJ2101.dbf
5065518;330470;RJ;;;STRJ2101.dbf
5201934;330470;RJ;;;STRJ2101.dbf
5473136;330470;RJ;;;STRJ2101.dbf
6005381;330470;RJ;;;STRJ2101.dbf
6263518;330470;RJ;;;STRJ2101.dbf
6376584;330470;RJ;;;STRJ2101.dbf
6565859;330470;RJ;;;STRJ2101.dbf
6585086;330470;RJ;;;STRJ2101.dbf
6691005;330470;RJ;;;STRJ2101.dbf
6751776;330470;RJ;;;STRJ2101.dbf
6819656;330470;RJ;;;STRJ2101.dbf
6819680;330470;RJ;;;STRJ2101.dbf
6863086;330470;RJ;;;STRJ2101.dbf
6873790;330470;RJ;;;STRJ2101.dbf
7048556;330470;RJ;;;STRJ2101.dbf
7050216;330470;RJ;;;STRJ2101.dbf
7071337;330470;RJ;;;STRJ2101.dbf
7119100;330470;RJ;;;STRJ2101.dbf
7129327;330470;RJ;;;STRJ2101.dbf
7174101;330470;RJ;;;STRJ2101.dbf
7576110;330470;RJ;;;STRJ2101.dbf
7657285;330470;RJ;;;STRJ2101.dbf
7670133;330470;RJ;;;STRJ2101.dbf
7711905;330470;RJ;;;STRJ2101.dbf
7711921;330470;RJ;;;STRJ2101.dbf
7712030;330470;RJ;;;STRJ2101.dbf
7712367;330470;RJ;;;STRJ2101.dbf
7728271;330470;RJ;;;STRJ2101.dbf
7760973;330470;RJ;;;STRJ2101.dbf
7762526;330470;RJ;;;STRJ2101.dbf
7818203;330470;RJ;;;STRJ2101.dbf
9132171;330470;RJ;;;STRJ2101.dbf
9630961;330470;RJ;;;STRJ2101.dbf
9693653;330470;RJ;;;STRJ2101.dbf
9890785;330470;RJ;;;STRJ2101.dbf
0052809;330475;RJ;;;STRJ2101.dbf
0198897;330475;RJ;;;STRJ2101.dbf
0480266;330475;RJ;;;STRJ2101.dbf
2291320;330475;RJ;;;STRJ2101.dbf
2291339;330475;RJ;;;STRJ2101.dbf
2291347;330475;RJ;;;STRJ2101.dbf
2291363;330475;RJ;;;STRJ2101.dbf
2291371;330475;RJ;;;STRJ2101.dbf
2291398;330475;RJ;;;STRJ2101.dbf
2291401;330475;RJ;;;STRJ2101.dbf
2291428;330475;RJ;;;STRJ2101.dbf
2291436;330475;RJ;;;STRJ2101.dbf
2291444;330475;RJ;;;STRJ2101.dbf
2291452;330475;RJ;;;STRJ2101.dbf
2291460;330475;RJ;;;STRJ2101.dbf
2291479;330475;RJ;;;STRJ2101.dbf
2291487;330475;RJ;;;STRJ2101.dbf
2291495;330475;RJ;;;STRJ2101.dbf
2291509;330475;RJ;;;STRJ2101.dbf
2291517;330475;RJ;;;STRJ2101.dbf
2293706;330475;RJ;;;STRJ2101.dbf
3367002;330475;RJ;;;STRJ2101.dbf
3708101;330475;RJ;;;STRJ2101.dbf
3810828;330475;RJ;;;STRJ2101.dbf
5473063;330475;RJ;;;STRJ2101.dbf
5861594;330475;RJ;;;STRJ2101.dbf
5874254;330475;RJ;;;STRJ2101.dbf
6068162;330475;RJ;;;STRJ2101.dbf
6068170;330475;RJ;;;STRJ2101.dbf
6289711;330475;RJ;;;STRJ2101.dbf
6385028;330475;RJ;;;STRJ2101.dbf
6689531;330475;RJ;;;STRJ2101.dbf
6848419;330475;RJ;;;STRJ2101.dbf
7007922;330475;RJ;;;STRJ2101.dbf
7255810;330475;RJ;;;STRJ2101.dbf
7256698;330475;RJ;;;STRJ2101.dbf
7295707;330475;RJ;;;STRJ2101.dbf
7351518;330475;RJ;;;STRJ2101.dbf
7495730;330475;RJ;;;STRJ2101.dbf
7835078;330475;RJ;;;STRJ2101.dbf
7892071;330475;RJ;;;STRJ2101.dbf
9036946;330475;RJ;;;STRJ2101.dbf
9077626;330475;RJ;;;STRJ2101.dbf
9079963;330475;RJ;;;STRJ2101.dbf
9261702;330475;RJ;;;STRJ2101.dbf
9288678;330475;RJ;;;STRJ2101.dbf
9339639;330475;RJ;;;STRJ2101.dbf
9374930;330475;RJ;;;STRJ2101.dbf
9455744;330475;RJ;;;STRJ2101.dbf
9540113;330475;RJ;;;STRJ2101.dbf
9631038;330475;RJ;;;STRJ2101.dbf
9637974;330475;RJ;;;STRJ2101.dbf
9640606;330475;RJ;;;STRJ2101.dbf
9868526;330475;RJ;;;STRJ2101.dbf
9911340;330475;RJ;;;STRJ2101.dbf
9920242;330475;RJ;;;STRJ2101.dbf
9949801;330475;RJ;;;STRJ2101.dbf
9949828;330475;RJ;;;STRJ2101.dbf
9949836;330475;RJ;;;STRJ2101.dbf
0405655;330480;RJ;;;STRJ2101.dbf
2283328;330480;RJ;;;STRJ2101.dbf
2283336;330480;RJ;;;STRJ2101.dbf
2294613;330480;RJ;;;STRJ2101.dbf
2294648;330480;RJ;;;STRJ2101.dbf
2294672;330480;RJ;;;STRJ2101.dbf
2294680;330480;RJ;;;STRJ2101.dbf
2294702;330480;RJ;;;STRJ2101.dbf
2294710;330480;RJ;;;STRJ2101.dbf
2294729;330480;RJ;;;STRJ2101.dbf
2294737;330480;RJ;;;STRJ2101.dbf
2294745;330480;RJ;;;STRJ2101.dbf
2294753;330480;RJ;;;STRJ2101.dbf
2294796;330480;RJ;;;STRJ2101.dbf
2294818;330480;RJ;;;STRJ2101.dbf
2294834;330480;RJ;;;STRJ2101.dbf
2294842;330480;RJ;;;STRJ2101.dbf
2294869;330480;RJ;;;STRJ2101.dbf
3113167;330480;RJ;;;STRJ2101.dbf
3132552;330480;RJ;;;STRJ2101.dbf
3386961;330480;RJ;;;STRJ2101.dbf
3929035;330480;RJ;;;STRJ2101.dbf
3929078;330480;RJ;;;STRJ2101.dbf
5018706;330480;RJ;;;STRJ2101.dbf
5261228;330480;RJ;;;STRJ2101.dbf
5871921;330480;RJ;;;STRJ2101.dbf
5912008;330480;RJ;;;STRJ2101.dbf
6214576;330480;RJ;;;STRJ2101.dbf
6237177;330480;RJ;;;STRJ2101.dbf
6311512;330480;RJ;;;STRJ2101.dbf
6319785;330480;RJ;;;STRJ2101.dbf
6368433;330480;RJ;;;STRJ2101.dbf
6368689;330480;RJ;;;STRJ2101.dbf
6368751;330480;RJ;;;STRJ2101.dbf
6398154;330480;RJ;;;STRJ2101.dbf
6488056;330480;RJ;;;STRJ2101.dbf
6503136;330480;RJ;;;STRJ2101.dbf
6583628;330480;RJ;;;STRJ2101.dbf
6612679;330480;RJ;;;STRJ2101.dbf
7017626;330480;RJ;;;STRJ2101.dbf
7103859;330480;RJ;;;STRJ2101.dbf
7245742;330480;RJ;;;STRJ2101.dbf
7573944;330480;RJ;;;STRJ2101.dbf
7619405;330480;RJ;;;STRJ2101.dbf
9011552;330480;RJ;;;STRJ2101.dbf
9021558;330480;RJ;;;STRJ2101.dbf
9056335;330480;RJ;;;STRJ2101.dbf
9293124;330480;RJ;;;STRJ2101.dbf
9293191;330480;RJ;;;STRJ2101.dbf
9372393;330480;RJ;;;STRJ2101.dbf
9539115;330480;RJ;;;STRJ2101.dbf
9598677;330480;RJ;;;STRJ2101.dbf
9801308;330480;RJ;;;STRJ2101.dbf
9803009;330480;RJ;;;STRJ2101.dbf
9803424;330480;RJ;;;STRJ2101.dbf
9845828;330480;RJ;;;STRJ2101.dbf
9846042;330480;RJ;;;STRJ2101.dbf
0046272;330490;RJ;;;STRJ2101.dbf
0046299;330490;RJ;;;STRJ2101.dbf
0048380;330490;RJ;;;STRJ2101.dbf
0055808;330490;RJ;;;STRJ2101.dbf
0057363;330490;RJ;;;STRJ2101.dbf
0057401;330490;RJ;;;STRJ2101.dbf
0067008;330490;RJ;;;STRJ2101.dbf
0073148;330490;RJ;;;STRJ2101.dbf
0104124;330490;RJ;;;STRJ2101.dbf
0111538;330490;RJ;;;STRJ2101.dbf
0113115;330490;RJ;;;STRJ2101.dbf
0113891;330490;RJ;;;STRJ2101.dbf
0181706;330490;RJ;;;STRJ2101.dbf
0181765;330490;RJ;;;STRJ2101.dbf
0181781;330490;RJ;;;STRJ2101.dbf
0191078;330490;RJ;;;STRJ2101.dbf
0196762;330490;RJ;;;STRJ2101.dbf
0211087;330490;RJ;;;STRJ2101.dbf
0247871;330490;RJ;;;STRJ2101.dbf
0247901;330490;RJ;;;STRJ2101.dbf
0247928;330490;RJ;;;STRJ2101.dbf
0247936;330490;RJ;;;STRJ2101.dbf
0250309;330490;RJ;;;STRJ2101.dbf
0258997;330490;RJ;;;STRJ2101.dbf
0259063;330490;RJ;;;STRJ2101.dbf
0263958;330490;RJ;;;STRJ2101.dbf
0267708;330490;RJ;;;STRJ2101.dbf
0278823;330490;RJ;;;STRJ2101.dbf
0391557;330490;RJ;;;STRJ2101.dbf
0408735;330490;RJ;;;STRJ2101.dbf
0416193;330490;RJ;;;STRJ2101.dbf
0455237;330490;RJ;;;STRJ2101.dbf
0455253;330490;RJ;;;STRJ2101.dbf
0455261;330490;RJ;;;STRJ2101.dbf
0478156;330490;RJ;;;STRJ2101.dbf
1041843;330490;RJ;;;STRJ2101.dbf
1046519;330490;RJ;;;STRJ2101.dbf
2291525;330490;RJ;;;STRJ2101.dbf
2291533;330490;RJ;;;STRJ2101.dbf
2291541;330490;RJ;;;STRJ2101.dbf
2291568;330490;RJ;;;STRJ2101.dbf
2291576;330490;RJ;;;STRJ2101.dbf
2291592;330490;RJ;;;STRJ2101.dbf
2291606;330490;RJ;;;STRJ2101.dbf
2291614;330490;RJ;;;STRJ2101.dbf
2291622;330490;RJ;;;STRJ2101.dbf
2291630;330490;RJ;;;STRJ2101.dbf
2291649;330490;RJ;;;STRJ2101.dbf
2291657;330490;RJ;;;STRJ2101.dbf
2291665;330490;RJ;;;STRJ2101.dbf
2291673;330490;RJ;;;STRJ2101.dbf
2291681;330490;RJ;;;STRJ2101.dbf
2291703;330490;RJ;;;STRJ2101.dbf
2291711;330490;RJ;;;STRJ2101.dbf
2291738;330490;RJ;;;STRJ2101.dbf
2291746;330490;RJ;;;STRJ2101.dbf
2291754;330490;RJ;;;STRJ2101.dbf
2291762;330490;RJ;;;STRJ2101.dbf
2291770;330490;RJ;;;STRJ2101.dbf
2291789;330490;RJ;;;STRJ2101.dbf
2291797;330490;RJ;;;STRJ2101.dbf
2291800;330490;RJ;;;STRJ2101.dbf
2291819;330490;RJ;;;STRJ2101.dbf
2291827;330490;RJ;;;STRJ2101.dbf
2291835;330490;RJ;;;STRJ2101.dbf
2291843;330490;RJ;;;STRJ2101.dbf
2291851;330490;RJ;;;STRJ2101.dbf
2291878;330490;RJ;;;STRJ2101.dbf
2291886;330490;RJ;;;STRJ2101.dbf
2291894;330490;RJ;;;STRJ2101.dbf
2291908;330490;RJ;;;STRJ2101.dbf
2291924;330490;RJ;;;STRJ2101.dbf
2291932;330490;RJ;;;STRJ2101.dbf
2291959;330490;RJ;;;STRJ2101.dbf
2291967;330490;RJ;;;STRJ2101.dbf
2291975;330490;RJ;;;STRJ2101.dbf
2291983;330490;RJ;;;STRJ2101.dbf
2291991;330490;RJ;;;STRJ2101.dbf
2292009;330490;RJ;;;STRJ2101.dbf
2292017;330490;RJ;;;STRJ2101.dbf
2292025;330490;RJ;;;STRJ2101.dbf
2292041;330490;RJ;;;STRJ2101.dbf
2292068;330490;RJ;;;STRJ2101.dbf
2292084;330490;RJ;;;STRJ2101.dbf
2292092;330490;RJ;;;STRJ2101.dbf
2292106;330490;RJ;;;STRJ2101.dbf
2292114;330490;RJ;;;STRJ2101.dbf
2292122;330490;RJ;;;STRJ2101.dbf
2292149;330490;RJ;;;STRJ2101.dbf
