location_id;node_id;municipality_code
7615280;facility:7615280;354340
7682581;facility:7682581;353440
7684452;facility:7684452;352690
7711980;facility:7711980;355030
7947984;facility:7947984;350970
7979649;facility:7979649;355030
7992890;facility:7992890;355030
9232141;facility:9232141;350190
9425802;facility:9425802;353870
9465464;facility:9465464;355030
9491112;facility:9491112;355220
9491252;facility:9491252;354990
9556095;facility:9556095;354260
9580743;facility:9580743;355100
9639659;facility:9639659;351280
9662561;facility:9662561;350550
9680500;facility:9680500;351670
9773657;facility:9773657;355150
9898565;facility:9898565;354990
