distance_min_km,source_node_id,source_name,source_municipality_code,source_health_region_id,total_flow,target_facilities,top_target_node_id,top_target_name,top_target_flow,top_target_share,cross_health_region_flow,cross_health_region_share,cross_uf_flow,cross_uf_share,weighted_mean_distance_km,max_edge_distance_km
50.0,municipality:211400,Zé Doca - MA,211400,MA-0009,977.0,21,facility:9077413,HOSPITAL MACRORREGIONAL TOMAS MARTINS,283.0,0.289662,831.0,0.850563,5.0,0.005118,138.302926,400.448058
50.0,municipality:351300,Cotia - SP,351300,SP-0201,73.0,4,facility:2077477,HOSP STA MARCELINA SAO PAULO,48.0,0.657534,62.0,0.849315,0.0,0.0,58.033194,79.66269
50.0,municipality:420010,Abelardo Luz - SC,420010,SC-0001,252.0,8,facility:2537788,HOSPITAL REGIONAL DO OESTE,166.0,0.65873,214.0,0.849206,0.0,0.0,98.76861,387.517779
50.0,municipality:170625,Crixás do Tocantins - TO,170625,TO-0001,53.0,2,facility:2786109,HOSPITAL REGIONAL DE GURUPI,45.0,0.849057,45.0,0.849057,0.0,0.0,72.984309,137.106211
50.0,municipality:171840,Presidente Kennedy - TO,171840,TO-0001,119.0,5,facility:2765640,HOSPITAL REGIONAL DE GUARAI,50.0,0.420168,101.0,0.848739,10.0,0.084034,233.711815,1587.245443
50.0,municipality:430537,Charrua - RS,430537,RS-0011,33.0,3,facility:2246988,HOSPITAL SAO VICENTE DE PAULO,17.0,0.515152,28.0,0.848485,0.0,0.0,53.579147,54.145828
50.0,municipality:312695,Frei Lagonegro - MG,312695,MG-0016,33.0,4,facility:0026794,HOSPITAL SOFIA FELDMAN,10.0,0.30303,28.0,0.848485,0.0,0.0,134.599994,224.229768
50.0,municipality:350810,Buritama - SP,350810,SP-0202,79.0,6,facility:2090236,FUNDACAO PIO XII BARRETOS,20.0,0.253165,67.0,0.848101,0.0,0.0,145.568432,462.552885
50.0,municipality:150350,Irituia - PA,150350,PA-0005,1018.0,23,facility:0007684,HOSPITAL MAGALHAES,290.0,0.284872,863.0,0.847741,0.0,0.0,106.446309,131.770405
50.0,municipality:353120,Monte Alegre do Sul - SP,353120,SP-0212,72.0,6,facility:7573162,HOSPITAL REGIONAL DE JUNDIAI,28.0,0.388889,61.0,0.847222,0.0,0.0,68.657077,102.968477
50.0,municipality:353820,Pinhalzinho - SP,353820,SP-0212,72.0,7,facility:2079798,HOSPITAL DAS CLINICAS DA UNICAMP DE CAMPINAS,20.0,0.277778,61.0,0.847222,0.0,0.0,64.380637,87.695829
50.0,municipality:312800,Guanhães - MG,312800,MG-0009,549.0,22,facility:0026794,HOSPITAL SOFIA FELDMAN,86.0,0.156648,465.0,0.846995,0.0,0.0,145.135555,176.164419
50.0,municipality:291950,Livramento de Nossa Senhora - BA,291950,BA-0019,657.0,22,facility:2402076,COMPLEXO HOSPITALAR DE VITORIA DA CONQUISTA CHVC,125.0,0.190259,556.0,0.846271,19.0,0.028919,204.046422,1024.804802
50.0,municipality:522140,Trindade - GO,522140,GO-0001,123.0,8,facility:2382474,HOSPITAL ESTADUAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO,49.0,0.398374,104.0,0.845528,28.0,0.227642,135.55709,447.134428
50.0,municipality:430105,Arroio do Sal - RS,430105,RS-0018,194.0,12,facility:2237253,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE,38.0,0.195876,164.0,0.845361,0.0,0.0,125.504066,141.57102
50.0,municipality:150810,Tucuruí - PA,150810,PA-0011,543.0,20,facility:4005775,HOSPITAL MARADEI,124.0,0.228361,459.0,0.845304,14.0,0.025783,331.180169,1861.646057
50.0,municipality:293190,Tucano - BA,293190,BA-0012,1115.0,41,facility:2598183,HOSPITAL PORTUGUES UNIDADE REGIONAL DE C DO COITE,109.0,0.097758,942.0,0.844843,0.0,0.0,162.332868,368.226312
50.0,municipality:353630,Patrocínio Paulista - SP,353630,SP-0208,32.0,4,facility:2082187,HOSPITAL DAS CLINICAS FAEPA RIBEIRAO PRETO,17.0,0.53125,27.0,0.84375,0.0,0.0,87.257931,134.47792
50.0,municipality:421850,Treze Tílias - SC,421850,SC-0008,32.0,6,facility:2537788,HOSPITAL REGIONAL DO OESTE,6.0,0.1875,27.0,0.84375,0.0,0.0,137.621461,295.912821
50.0,municipality:280120,Canindé de São Francisco - SE,280120,SE-0004,863.0,15,facility:2546027,HOSPITAL E MATERNIDADE SAO JOSE,151.0,0.174971,728.0,0.843569,48.0,0.05562,169.707792,1800.984703
50.0,municipality:211180,Sítio Novo - MA,211180,MA-0016,441.0,10,facility:2456672,HMI HOSPITAL MUNICIPAL DE IMPERATRIZ,129.0,0.292517,372.0,0.843537,0.0,0.0,120.633668,484.355482
50.0,municipality:510020,Água Boa - MT,510020,MT-0003,115.0,11,facility:6853781,METROPOLITANO HOSPITAL ESTADUAL LOUSITE FERREIRA DA SILVA,22.0,0.191304,97.0,0.843478,30.0,0.26087,523.977565,1248.849731
50.0,municipality:220777,Patos do Piauí - PI,220777,PI-0017,165.0,8,facility:4009622,HOSPITAL REGIONAL JUSTINO LUZ,74.0,0.448485,139.0,0.842424,0.0,0.0,161.000101,336.442021
50.0,municipality:231070,Pentecoste - CE,231070,CE-0002,1053.0,26,facility:2529149,IJF INSTITUTO DR JOSE FROTA CENTRAL,131.0,0.124406,887.0,0.842355,0.0,0.0,68.842601,148.336763
50.0,municipality:510776,Santa Rita do Trivelato - MT,510776,MT-0014,120.0,3,facility:2795655,HOSPITAL REGIONAL DE SORRISO,101.0,0.841667,101.0,0.841667,0.0,0.0,159.437472,173.105529
50.0,municipality:291660,Itapitanga - BA,291660,BA-0007,44.0,3,facility:9388133,HOSPITAL REGIONAL COSTA DO CACAU,30.0,0.681818,37.0,0.840909,0.0,0.0,90.636295,160.031333
50.0,municipality:210130,Bacuri - MA,210130,MA-0006,132.0,13,facility:2726653,EBSERH HOSPITAL UNIVERSITARIO DA UFMA,18.0,0.136364,111.0,0.840909,0.0,0.0,126.495299,141.438822
50.0,municipality:316760,Simonésia - MG,316760,MG-0024,200.0,10,facility:2195453,HOSPITAL DO CANCER DE MURIAE,75.0,0.375,168.0,0.84,26.0,0.13,141.622212,209.220217
50.0,municipality:150307,Garrafão do Norte - PA,150307,PA-0005,805.0,23,facility:2752700,SANTA CASA DE MISERICORDIA DO PARA,136.0,0.168944,676.0,0.839752,0.0,0.0,150.376557,211.109272
50.0,municipality:500375,Eldorado - MS,500375,MS-0004,224.0,10,facility:2737434,CEONC,75.0,0.334821,188.0,0.839286,107.0,0.477679,158.346274,367.593877
50.0,municipality:431344,Novo Tiradentes - RS,431344,RS-0019,31.0,3,facility:2246988,HOSPITAL SAO VICENTE DE PAULO,15.0,0.483871,26.0,0.83871,0.0,0.0,92.924545,107.176946
50.0,municipality:320503,Vargem Alta - ES,320503,ES-0002,136.0,15,facility:2486199,HOSPITAL DOUTOR DORIO SILVA,20.0,0.147059,114.0,0.838235,0.0,0.0,83.82824,129.038877
50.0,municipality:292090,Mascote - BA,292090,BA-0006,105.0,4,facility:2385171,HOSPITAL DE BASE LUIS EDUARDO MAGALHAES,66.0,0.628571,88.0,0.838095,0.0,0.0,109.252365,316.721887
50.0,municipality:520017,Água Fria de Goiás - GO,520017,GO-0002,105.0,8,facility:0010529,HRPL,46.0,0.438095,88.0,0.838095,51.0,0.485714,143.27505,254.687739
50.0,municipality:431610,Ronda Alta - RS,431610,RS-0015,191.0,8,facility:2246988,HOSPITAL SAO VICENTE DE PAULO,82.0,0.429319,160.0,0.837696,0.0,0.0,73.411747,289.638383
50.0,municipality:261040,Parnamirim - PE,261040,PE-0009,246.0,10,facility:2356287,HOSPITAL REGIONAL INACIO DE SA,67.0,0.272358,206.0,0.837398,0.0,0.0,276.365513,539.208467
50.0,municipality:315130,Piraúba - MG,315130,MG-0018,86.0,11,facility:2153882,SANTA CASA DE MISERICORDIA DE JUIZ DE FORA,14.0,0.162791,72.0,0.837209,0.0,0.0,79.64267,178.499144
50.0,municipality:220760,Parnaguá - PI,220760,PI-0014,178.0,4,facility:2364816,HOSPITAL REGIONAL MANOEL DE SOUSA SANTOS,74.0,0.41573,149.0,0.837079,0.0,0.0,263.452679,612.892349
50.0,municipality:353310,Nova Guataporanga - SP,353310,SP-0211,49.0,3,facility:2755130,HOSPITAL DOMINGOS LEONARDO CERAVOLO PRESIDENTE PRUDENTE,25.0,0.510204,41.0,0.836735,0.0,0.0,111.055881,202.007556
50.0,municipality:500720,Rio Brilhante - MS,500720,MS-0001,495.0,12,facility:5610044,HOSPITAL DA VIDA,143.0,0.288889,414.0,0.836364,0.0,0.0,78.461583,165.14076
50.0,municipality:431370,Palmeira das Missões - RS,431370,RS-0015,699.0,13,facility:2246988,HOSPITAL SAO VICENTE DE PAULO,221.0,0.316166,584.0,0.835479,0.0,0.0,93.15064,316.336047
50.0,municipality:500430,Iguatemi - MS,500430,MS-0004,339.0,10,facility:2737434,CEONC,151.0,0.445428,283.0,0.834808,157.0,0.463127,183.580549,1521.801782
50.0,municipality:431830,São Gabriel - RS,431830,RS-0010,339.0,13,facility:2244306,HOSPITAL UNIVERSITARIO SANTA MARIA,100.0,0.294985,283.0,0.834808,17.0,0.050147,305.021615,2523.370209
50.0,municipality:230870,Morada Nova - CE,230870,CE-0009,1973.0,26,facility:7061021,HOSPITAL REGIONAL DO SERTAO CENTRAL,339.0,0.17182,1647.0,0.834769,0.0,0.0,119.0737,147.828804
50.0,municipality:313220,Itaguara - MG,313220,MG-0015,133.0,11,facility:0026794,HOSPITAL SOFIA FELDMAN,41.0,0.308271,111.0,0.834586,0.0,0.0,82.118037,93.587898
50.0,municipality:352380,Itobi - SP,352380,SP-0214,66.0,6,facility:2082187,HOSPITAL DAS CLINICAS FAEPA RIBEIRAO PRETO,25.0,0.378788,55.0,0.833333,0.0,0.0,125.365193,202.623034
50.0,municipality:500480,Japorã - MS,500480,MS-0004,114.0,7,facility:2737434,CEONC,38.0,0.333333,95.0,0.833333,44.0,0.385965,193.857488,373.523506
50.0,municipality:432190,Três Passos - RS,432190,RS-0019,294.0,12,facility:2261057,HOSPITAL DE CLINICAS IJUI,97.0,0.329932,245.0,0.833333,0.0,0.0,129.837998,392.217178
50.0,municipality:312890,Guimarânia - MG,312890,MG-0007,54.0,5,facility:2090236,FUNDACAO PIO XII BARRETOS,16.0,0.296296,45.0,0.833333,16.0,0.296296,218.861015,319.098857
50.0,municipality:316245,São João das Missões - MG,316245,MG-0030,292.0,9,facility:2149990,HOSPITAL SANTA CASA DE MONTES CLAROS,139.0,0.476027,243.0,0.832192,0.0,0.0,185.554715,208.30271
50.0,municipality:220890,Ribeiro Gonçalves - PI,220890,PI-0015,131.0,6,facility:2365146,HOSPITAL REGIONAL TIBERIO NUNES,68.0,0.519084,109.0,0.832061,0.0,0.0,303.72072,430.171644
50.0,municipality:150293,Dom Eliseu - PA,150293,PA-0005,403.0,20,facility:2615797,HOSPITAL MUNICIPAL DE MARABA,78.0,0.193548,335.0,0.831266,73.0,0.181141,237.417024,1821.458175
50.0,municipality:210330,Codó - MA,210330,MA-0005,1100.0,28,facility:7891067,HOSPITAL MACRORREGIONAL DE CAXIAS DR EVERALDO F ARAGAO,237.0,0.215455,914.0,0.830909,36.0,0.032727,133.21224,277.621355
50.0,municipality:240560,Jardim de Piranhas - RN,240560,RN-0004,183.0,12,facility:2476487,HOSPITAL DR MARIANO COELHO,31.0,0.169399,152.0,0.830601,0.0,0.0,183.315955,239.027813
50.0,municipality:260510,Custódia - PE,260510,PE-0006,1002.0,25,facility:2551764,HOSPITAL REGIONAL RUY DE BARROS CORREIA,157.0,0.156687,832.0,0.830339,0.0,0.0,214.155706,309.485383
50.0,municipality:351610,Florínea - SP,351610,SP-0209,53.0,2,facility:3001466,CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO,44.0,0.830189,44.0,0.830189,0.0,0.0,368.835246,422.301977
50.0,municipality:220440,Gilbués - PI,220440,PI-0014,334.0,8,facility:2364816,HOSPITAL REGIONAL MANOEL DE SOUSA SANTOS,166.0,0.497006,277.0,0.829341,0.0,0.0,236.756748,583.422673
50.0,municipality:330330,Niterói - RJ,330330,RJ-0000,76.0,8,facility:2269880,HOSPITAL GERAL DE BONSUCESSO RJ,23.0,0.302632,63.0,0.828947,17.0,0.223684,174.01438,374.340989
50.0,municipality:432150,Torres - RS,432150,RS-0018,561.0,16,facility:2237253,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE,114.0,0.203209,465.0,0.828877,0.0,0.0,139.921999,161.090472
50.0,municipality:280540,Poço Redondo - SE,280540,SE-0004,952.0,13,facility:2546027,HOSPITAL E MATERNIDADE SAO JOSE,211.0,0.221639,789.0,0.828782,0.0,0.0,110.861397,160.410606
50.0,municipality:430260,Braga - RS,430260,RS-0015,35.0,4,facility:2261057,HOSPITAL DE CLINICAS IJUI,13.0,0.371429,29.0,0.828571,0.0,0.0,112.613493,151.52145
50.0,municipality:250485,Coxixola - PB,250485,PB-0005,35.0,5,facility:0000809,FUNDACAO HEMOPE,9.0,0.257143,29.0,0.828571,9.0,0.257143,113.040586,196.541042
50.0,municipality:291740,Jacaraci - BA,291740,BA-0024,267.0,15,facility:2804034,HOSPITAL GERAL DE GUANAMBI,90.0,0.337079,221.0,0.827715,0.0,0.0,149.726033,459.046851
50.0,municipality:172025,São Salvador do Tocantins - TO,172025,TO-0001,58.0,2,facility:2786109,HOSPITAL REGIONAL DE GURUPI,48.0,0.827586,48.0,0.827586,0.0,0.0,147.136407,268.45929
50.0,municipality:421520,Romelândia - SC,421520,SC-0005,29.0,3,facility:2537788,HOSPITAL REGIONAL DO OESTE,18.0,0.62069,24.0,0.827586,0.0,0.0,77.033839,87.71882
50.0,municipality:290790,Cipó - BA,290790,BA-0011,377.0,22,facility:2799847,HOSPITAL SANTA MARIA,54.0,0.143236,312.0,0.827586,0.0,0.0,165.12816,212.098293
50.0,municipality:241340,Serra Negra do Norte - RN,241340,RN-0004,110.0,8,facility:2409151,HOSPITAL INFANTIL VARELA SANTIAGO,21.0,0.190909,91.0,0.827273,0.0,0.0,222.975833,255.361448
50.0,municipality:316840,Tarumirim - MG,316840,MG-0016,75.0,6,facility:2205440,HOSPITAL MARCIO CUNHA,22.0,0.293333,62.0,0.826667,0.0,0.0,93.706283,223.740175
50.0,municipality:354970,São José do Rio Pardo - SP,354970,SP-0214,242.0,16,facility:2079798,HOSPITAL DAS CLINICAS DA UNICAMP DE CAMPINAS,50.0,0.206612,200.0,0.826446,0.0,0.0,141.362053,221.617036
50.0,municipality:421190,Palhoça - SC,421190,SC-0018,161.0,12,facility:2558246,HOSPITAL SANTA ISABEL,40.0,0.248447,133.0,0.826087,21.0,0.130435,149.264499,609.500903
50.0,municipality:220350,Elesbão Veloso - PI,220350,PI-0007,445.0,14,facility:5828856,UNIDADE DE URGENCIA DE TERESINA PROF ZENON ROCHA HUT,102.0,0.229213,367.0,0.824719,11.0,0.024719,123.107505,144.877814
50.0,municipality:231025,Paraipaba - CE,231025,CE-0002,1139.0,25,facility:2497654,HGF HOSPITAL GERAL DE FORTALEZA,147.0,0.129061,939.0,0.824407,0.0,0.0,80.795165,195.984608
50.0,municipality:290960,Crisópolis - BA,290960,BA-0003,608.0,30,facility:2487438,HOSPITAL REGIONAL DANTAS BIAO,65.0,0.106908,501.0,0.824013,0.0,0.0,139.50351,169.932346
50.0,municipality:421490,Rio Fortuna - SC,421490,SC-0014,34.0,4,facility:2672839,HOSPITAL DOM JOAQUIM IMAS,12.0,0.352941,28.0,0.823529,0.0,0.0,98.832813,120.516303
50.0,municipality:292850,Santa Terezinha - BA,292850,BA-0004,153.0,15,facility:2301601,HOSPITAL GONCALVES MARTINS,27.0,0.176471,126.0,0.823529,0.0,0.0,107.234094,125.783192
50.0,municipality:220260,Castelo do Piauí - PI,220260,PI-0005,786.0,17,facility:5828856,UNIDADE DE URGENCIA DE TERESINA PROF ZENON ROCHA HUT,229.0,0.291349,647.0,0.823155,0.0,0.0,129.009173,141.984319
50.0,municipality:314520,Nova Serrana - MG,314520,MG-0015,899.0,26,facility:0026794,HOSPITAL SOFIA FELDMAN,247.0,0.27475,740.0,0.823137,0.0,0.0,116.501004,336.767903
50.0,municipality:231260,São Luís do Curu - CE,231260,CE-0002,350.0,15,facility:2497654,HGF HOSPITAL GERAL DE FORTALEZA,53.0,0.151429,288.0,0.822857,0.0,0.0,81.603396,89.486497
50.0,municipality:412545,São José das Palmeiras - PR,412545,PR-0020,79.0,3,facility:2737434,CEONC,46.0,0.582278,65.0,0.822785,0.0,0.0,69.21017,76.632254
50.0,municipality:432183,Três Forquilhas - RS,432183,RS-0018,62.0,5,facility:2237601,HOSPITAL DE CLINICAS,18.0,0.290323,51.0,0.822581,0.0,0.0,115.845276,128.585747
50.0,municipality:250320,Cabedelo - PB,250320,PB-0001,28.0,3,facility:2656930,HOSPITAL RIO GRANDE,17.0,0.607143,23.0,0.821429,28.0,1.0,463.030047,1971.000682
50.0,municipality:421125,Morro Grande - SC,421125,SC-0006,28.0,4,facility:2691868,HOSPITAL INFANTIL JOANA DE GUSMAO,9.0,0.321429,23.0,0.821429,0.0,0.0,124.702187,173.738747
50.0,municipality:420970,Lebon Régis - SC,420970,SC-0002,67.0,7,facility:2691868,HOSPITAL INFANTIL JOANA DE GUSMAO,17.0,0.253731,55.0,0.820896,0.0,0.0,153.738067,228.680917
50.0,municipality:313655,José Raydan - MG,313655,MG-0016,67.0,6,facility:0026840,COMPLEXO HOSPITALAR SAO FRANCISCO,14.0,0.208955,55.0,0.820896,0.0,0.0,212.69478,244.958957
50.0,municipality:350840,Cabreúva - SP,350840,SP-0207,89.0,6,facility:6212581,AME AMBULATORIO MED DE ESPECIALIDADES STA BARBARA DOESTE,37.0,0.41573,73.0,0.820225,0.0,0.0,61.648165,70.07337
50.0,municipality:230630,Itapajé - CE,230630,CE-0002,1390.0,26,facility:2497654,HGF HOSPITAL GERAL DE FORTALEZA,204.0,0.146763,1140.0,0.820144,0.0,0.0,114.897351,164.936005
50.0,municipality:520080,Alvorada do Norte - GO,520080,GO-0002,172.0,13,facility:0010502,HRS,34.0,0.197674,141.0,0.819767,34.0,0.197674,266.765007,370.723454
50.0,municipality:211023,Santana do Maranhão - MA,211023,MA-0004,83.0,4,facility:8015899,HOSPITAL ESTADUAL DIRCEU ARCOVERDE,57.0,0.686747,68.0,0.819277,63.0,0.759036,104.565153,192.801575
50.0,municipality:290500,Caculé - BA,290500,BA-0024,260.0,13,facility:2804034,HOSPITAL GERAL DE GUANAMBI,97.0,0.373077,213.0,0.819231,0.0,0.0,126.752585,441.516707
50.0,municipality:250407,Caraúbas - PB,250407,PB-0005,127.0,8,facility:2362856,CNES 2362856 (Campina Grande - PB),35.0,0.275591,104.0,0.818898,5.0,0.03937,87.847638,174.108758
50.0,municipality:350040,Águas da Prata - SP,350040,SP-0214,33.0,3,facility:2079798,HOSPITAL DAS CLINICAS DA UNICAMP DE CAMPINAS,17.0,0.515152,27.0,0.818182,0.0,0.0,114.711717,146.16285
50.0,municipality:410715,Diamante D'Oeste - PR,410715,PR-0020,88.0,6,facility:2737434,CEONC,40.0,0.454545,72.0,0.818182,0.0,0.0,91.818816,488.41199
50.0,municipality:251570,Serra Grande - PB,251570,PB-0007,66.0,8,facility:2407566,HOSPITAL MATERNIDADE JOAQUINA QUEIROZ,14.0,0.212121,54.0,0.818182,19.0,0.287879,163.129833,395.436208
50.0,municipality:220990,São João da Serra - PI,220990,PI-0005,291.0,13,facility:5828856,UNIDADE DE URGENCIA DE TERESINA PROF ZENON ROCHA HUT,79.0,0.271478,238.0,0.817869,0.0,0.0,110.992257,237.194595
50.0,municipality:290225,Arataca - BA,290225,BA-0006,126.0,3,facility:2385171,HOSPITAL DE BASE LUIS EDUARDO MAGALHAES,94.0,0.746032,103.0,0.81746,0.0,0.0,69.667486,268.732645
50.0,municipality:316870,Timóteo - MG,316870,MG-0023,197.0,13,facility:6697054,HOSPITAL UNIVERSITARIO IRMA DENISE,36.0,0.182741,161.0,0.817259,0.0,0.0,128.882184,153.491077
50.0,municipality:330520,São Pedro da Aldeia - RJ,330520,RJ-3302,640.0,35,facility:2273276,MS INST NACIONAL DE TRAUMATO ORTOPEDIA,76.0,0.11875,523.0,0.817187,0.0,0.0,119.000675,207.663942
50.0,municipality:170200,Araguaçu - TO,170200,TO-0001,268.0,3,facility:2786109,HOSPITAL REGIONAL DE GURUPI,219.0,0.817164,219.0,0.817164,0.0,0.0,155.971944,331.760408
50.0,municipality:310290,Antônio Carlos - MG,310290,MG-0003,38.0,5,facility:0026921,HOSPITAL JOAO XXIII,13.0,0.342105,31.0,0.815789,0.0,0.0,145.364315,168.797716
50.0,municipality:130150,Envira - AM,130150,AM-0004,76.0,7,facility:2001586,FUNDHACRE,19.0,0.25,62.0,0.815789,48.0,0.631579,457.538481,1220.795286
50.0,municipality:150760,São Miguel do Guamá - PA,150760,PA-0005,1386.0,23,facility:2752700,SANTA CASA DE MISERICORDIA DO PARA,317.0,0.228716,1130.0,0.815296,0.0,0.0,103.781265,162.445252
50.0,municipality:420400,Catanduvas - SC,420400,SC-0007,86.0,7,facility:2537788,HOSPITAL REGIONAL DO OESTE,17.0,0.197674,70.0,0.813953,0.0,0.0,166.263398,317.839899
50.0,municipality:290020,Abaré - BA,290020,BA-0010,451.0,13,facility:2356287,HOSPITAL REGIONAL INACIO DE SA,107.0,0.237251,367.0,0.813747,274.0,0.607539,160.364874,470.752752
50.0,municipality:315660,Rubim - MG,315660,MG-0019,101.0,8,facility:2208172,HOSPITAL SANTA ROSALIA,37.0,0.366337,82.0,0.811881,0.0,0.0,266.067334,533.066957
50.0,municipality:312310,Dores de Guanhães - MG,312310,MG-0009,85.0,8,facility:2205440,HOSPITAL MARCIO CUNHA,21.0,0.247059,69.0,0.811765,0.0,0.0,108.860525,142.949429
50.0,municipality:291940,Licínio de Almeida - BA,291940,BA-0024,143.0,7,facility:2804034,HOSPITAL GERAL DE GUANAMBI,71.0,0.496503,116.0,0.811189,0.0,0.0,102.69898,464.922025
50.0,municipality:520320,Barro Alto - GO,520320,GO-0004,74.0,7,facility:3771962,HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA,21.0,0.283784,60.0,0.810811,0.0,0.0,155.54433,201.228148
50.0,municipality:320130,Cariacica - ES,320130,ES-0001,416.0,24,facility:2448637,SANTA CASA,60.0,0.144231,337.0,0.810096,53.0,0.127404,164.943428,936.164988
50.0,municipality:171575,Palmeirópolis - TO,171575,TO-0001,288.0,5,facility:2786109,HOSPITAL REGIONAL DE GURUPI,233.0,0.809028,233.0,0.809028,0.0,0.0,189.212279,317.663574
50.0,municipality:230090,Apuiarés - CE,230090,CE-0002,450.0,19,facility:2529149,IJF INSTITUTO DR JOSE FROTA CENTRAL,66.0,0.146667,364.0,0.808889,0.0,0.0,92.79673,158.417527
50.0,municipality:150747,São João de Pirabas - PA,150747,PA-0004,339.0,18,facility:4005775,HOSPITAL MARADEI,52.0,0.153392,274.0,0.80826,0.0,0.0,130.15498,246.203881
50.0,municipality:520753,Faina - GO,520753,GO-0009,198.0,14,facility:7743068,HOSPITAL ESTADUAL DE URGENCIAS GOV OTAVIO LAG SIQUEIRA HUGOL,39.0,0.19697,160.0,0.808081,0.0,0.0,155.068385,188.253727
50.0,municipality:211040,São Benedito do Rio Preto - MA,211040,MA-0003,281.0,10,facility:2530236,HOSPITAL REGIONAL ADELIA MATOS FONSECA,54.0,0.192171,227.0,0.807829,0.0,0.0,118.376335,173.532744
50.0,municipality:280330,Japaratuba - SE,280330,SE-0003,26.0,3,facility:2477661,HOSPITAL DR PEDRO GARCIA MORENO FILHO,16.0,0.615385,21.0,0.807692,0.0,0.0,73.542344,98.961155
50.0,municipality:220730,Paes Landim - PI,220730,PI-0011,208.0,8,facility:2365146,HOSPITAL REGIONAL TIBERIO NUNES,68.0,0.326923,168.0,0.807692,0.0,0.0,150.400764,309.479936
50.0,municipality:314340,Monte Sião - MG,314340,MG-0010,104.0,11,facility:2079798,HOSPITAL DAS CLINICAS DA UNICAMP DE CAMPINAS,22.0,0.211538,84.0,0.807692,78.0,0.75,131.081173,381.318032
50.0,municipality:431820,São Francisco de Paula - RS,431820,RS-0002,383.0,15,facility:2227762,HOSPITAL SAO FRANCISCO DE ASSIS,74.0,0.193211,309.0,0.806789,0.0,0.0,85.944926,113.305458
50.0,municipality:431171,Maçambará - RS,431171,RS-0010,289.0,4,facility:2248298,HOSPITAL IVAN GOULART,233.0,0.806228,233.0,0.806228,0.0,0.0,59.803882,199.060188
50.0,municipality:280060,Barra dos Coqueiros - SE,280060,SE-0008,41.0,5,facility:2423529,HOSPITAL AMPARO DE MARIA,14.0,0.341463,33.0,0.804878,9.0,0.219512,116.822332,286.113342
50.0,municipality:520590,Corumbaíba - GO,520590,GO-0007,123.0,9,facility:2338114,HOSPITAL SANTA LUCIA,19.0,0.154472,99.0,0.804878,0.0,0.0,143.591299,188.824418
50.0,municipality:292525,Ponto Novo - BA,292525,BA-0028,333.0,15,facility:2430711,HOSPITAL DOM MALAN,79.0,0.237237,268.0,0.804805,110.0,0.33033,163.752824,287.678863
50.0,municipality:291190,Iaçu - BA,291190,BA-0018,532.0,28,facility:2510391,HOSPITAL REGIONAL DE RUY BARBOSA,104.0,0.195489,428.0,0.804511,0.0,0.0,145.322139,197.2182
50.0,municipality:431760,Santo Antônio da Patrulha - RS,431760,RS-0018,959.0,11,facility:2237253,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE,194.0,0.202294,771.0,0.803962,0.0,0.0,61.801952,66.274521
50.0,municipality:432147,Tiradentes do Sul - RS,432147,RS-0019,56.0,4,facility:2261057,HOSPITAL DE CLINICAS IJUI,32.0,0.571429,45.0,0.803571,0.0,0.0,108.624847,194.906133
50.0,municipality:431515,Progresso - RS,431515,RS-0016,61.0,4,facility:3626245,HOSPITAL DE PRONTO SOCORRO PREF DR MARCOS ANTONIO RONCHETTI,20.0,0.327869,49.0,0.803279,0.0,0.0,119.385624,140.503785
50.0,municipality:210087,Araguanã - MA,210087,MA-0009,106.0,7,facility:9077413,HOSPITAL MACRORREGIONAL TOMAS MARTINS,44.0,0.415094,85.0,0.801887,0.0,0.0,106.835047,184.050469
50.0,municipality:412135,Rancho Alegre D'Oeste - PR,412135,PR-0011,65.0,2,facility:2737434,CEONC,52.0,0.8,52.0,0.8,0.0,0.0,84.670131,89.876282
50.0,municipality:210430,Godofredo Viana - MA,210430,MA-0009,50.0,6,facility:7826060,HOSPITAL MACRORREGIONAL DA BAIXADA DR JACKSON LAGO,20.0,0.4,40.0,0.8,0.0,0.0,165.92606,215.08822
50.0,municipality:431040,Independência - RS,431040,RS-0014,35.0,4,facility:2261057,HOSPITAL DE CLINICAS IJUI,14.0,0.4,28.0,0.8,0.0,0.0,136.627909,374.317331
50.0,municipality:210160,Barra do Corda - MA,210160,MA-0016,1100.0,28,facility:6483089,HOSPITAL MACRORREGIONAL DE URG E EMERG DE PRESIDENTE DUTRA,340.0,0.309091,880.0,0.8,13.0,0.011818,169.663943,571.479493
50.0,municipality:350570,Barueri - SP,350570,SP-0105,45.0,6,facility:2080680,HOSPITAL DAS CLINICAS LUZIA DE PINHO MELO,11.0,0.244444,36.0,0.8,15.0,0.333333,432.309752,2093.874677
50.0,municipality:350160,Americana - SP,350160,SP-0207,303.0,18,facility:2083086,HOSPITAL AMARAL CARVALHO JAU,41.0,0.135314,242.0,0.79868,11.0,0.036304,149.162303,496.643915
50.0,municipality:150405,Mãe do Rio - PA,150405,PA-0005,1108.0,25,facility:4005775,HOSPITAL MARADEI,185.0,0.166968,884.0,0.797834,0.0,0.0,108.387083,133.351616
